seqname,source,feature,start,end,score,strand,frame,attribute,gene_id,gene_name,gene_biotype,start_norm,end_norm,length
22,havana,gene,10939388,10961338,.,-,.,"gene_id ""ENSG00000283047""; gene_version ""1""; gene_name ""CU459211.1""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000283047,CU459211.1,unprocessed_pseudogene,0.005076448871421459,0.005617243328383214,21950
22,ensembl_havana,gene,29730956,29767011,.,-,.,"gene_id ""ENSG00000100319""; gene_version ""12""; gene_name ""ZMAT5""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100319,ZMAT5,protein_coding,0.47449797446150305,0.47499602271567226,36055
22,ensembl_havana,gene,29767369,29770413,.,+,.,"gene_id ""ENSG00000184076""; gene_version ""13""; gene_name ""UQCR10""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000184076,UQCR10,protein_coding,0.4754075870074764,0.47508093467853985,3044
22,ensembl_havana,gene,29788608,29838304,.,-,.,"gene_id ""ENSG00000100325""; gene_version ""14""; gene_name ""ASCC2""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100325,ASCC2,protein_coding,0.47593814644679555,0.47677545498160917,49696
22,ensembl_havana,gene,29883155,30030866,.,+,.,"gene_id ""ENSG00000100330""; gene_version ""15""; gene_name ""MTMR3""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100330,MTMR3,protein_coding,0.4782999715472856,0.48158169172285076,147711
22,havana,gene,29978950,30028236,.,-,.,"gene_id ""ENSG00000279159""; gene_version ""1""; gene_name ""AC003681.1""; gene_source ""havana""; gene_biotype ""antisense_RNA"";",ENSG00000279159,AC003681.1,antisense_RNA,0.48069297222950125,0.48151604843586027,49286
22,havana,gene,30008742,30080480,.,-,.,"gene_id ""ENSG00000227117""; gene_version ""6""; gene_name ""HORMAD2-AS1""; gene_source ""havana""; gene_biotype ""antisense_RNA"";",ENSG00000227117,HORMAD2-AS1,antisense_RNA,0.48143718932146395,0.48282002862047313,71738
22,ensembl_havana,gene,30080174,30177075,.,+,.,"gene_id ""ENSG00000176635""; gene_version ""17""; gene_name ""HORMAD2""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000176635,HORMAD2,protein_coding,0.48322159168831014,0.48523098425045325,96901
22,havana,gene,30136673,30137681,.,-,.,"gene_id ""ENSG00000225971""; gene_version ""1""; gene_name ""AC003071.1""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000225971,AC003071.1,processed_pseudogene,0.48463296123311417,0.4842477326733795,1008
22,havana,gene,30184644,30207109,.,-,.,"gene_id ""ENSG00000225676""; gene_version ""1""; gene_name ""AC002378.1""; gene_source ""havana""; gene_biotype ""antisense_RNA"";",ENSG00000225676,AC002378.1,antisense_RNA,0.4858312976361265,0.48598061561223,22465
22,havana,gene,30239194,30240538,.,+,.,"gene_id ""ENSG00000232530""; gene_version ""1""; gene_name ""LIF-AS1""; gene_source ""havana""; gene_biotype ""antisense_RNA"";",ENSG00000232530,LIF-AS1,antisense_RNA,0.48719398031491834,0.4868149842209013,1344
22,ensembl_havana,gene,30240447,30246851,.,-,.,"gene_id ""ENSG00000128342""; gene_version ""4""; gene_name ""LIF""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000128342,LIF,protein_coding,0.48722528079881433,0.4869725530691032,6404
22,ensembl_havana,gene,30262829,30266840,.,-,.,"gene_id ""ENSG00000099985""; gene_version ""3""; gene_name ""OSM""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000099985,OSM,protein_coding,0.4877843928742812,0.48747146700965577,4011
22,havana,gene,30275215,30276951,.,-,.,"gene_id ""ENSG00000279699""; gene_version ""1""; gene_name ""AC004264.2""; gene_source ""havana""; gene_biotype ""TEC"";",ENSG00000279699,AC004264.2,TEC,0.4880938005307343,0.4877238317529109,1736
22,ensembl_havana,gene,30285117,30289627,.,-,.,"gene_id ""ENSG00000239282""; gene_version ""7""; gene_name ""CASTOR1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000239282,CASTOR1,protein_coding,0.4883411567889451,0.48804021742055026,4510
22,havana,gene,30285238,30299482,.,-,.,"gene_id ""ENSG00000248751""; gene_version ""6""; gene_name ""AC004997.1""; gene_source ""havana""; gene_biotype ""protein_coding"";",ENSG00000248751,AC004997.1,protein_coding,0.4883441794214681,0.48828619255107936,14244
22,ensembl_havana,gene,30291990,30327046,.,-,.,"gene_id ""ENSG00000099992""; gene_version ""15""; gene_name ""TBC1D10A""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000099992,TBC1D10A,protein_coding,0.4885128473123426,0.4889741741338194,35056
22,ensembl_havana,gene,30331988,30356947,.,-,.,"gene_id ""ENSG00000099995""; gene_version ""18""; gene_name ""SF3A1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000099995,SF3A1,protein_coding,0.48951201471447486,0.4897204858921095,24959
22,ensembl_havana,gene,30356635,30378658,.,+,.,"gene_id ""ENSG00000187860""; gene_version ""10""; gene_name ""CCDC157""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000187860,CCDC157,protein_coding,0.4901277074731217,0.49026237996201477,22023
22,ensembl_havana,gene,30368811,30421771,.,-,.,"gene_id ""ENSG00000099999""; gene_version ""14""; gene_name ""RNF215""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000099999,RNF215,protein_coding,0.490431869238419,0.4913384556395895,52960
22,ensembl_havana,gene,30396857,30425317,.,+,.,"gene_id ""ENSG00000100003""; gene_version ""17""; gene_name ""SEC14L2""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100003,SEC14L2,protein_coding,0.49113247049248676,0.4914269617596155,28460
22,havana,gene,30409255,30428990,.,+,.,"gene_id ""ENSG00000249590""; gene_version ""7""; gene_name ""AC004832.3""; gene_source ""havana""; gene_biotype ""protein_coding"";",ENSG00000249590,AC004832.3,protein_coding,0.49144217791414874,0.4915186377265798,19735
22,ensembl_havana,gene,30425530,30429053,.,+,.,"gene_id ""ENSG00000242114""; gene_version ""5""; gene_name ""MTFP1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000242114,MTFP1,protein_coding,0.4918487344787195,0.4915202101703366,3523
22,ensembl_havana,gene,30447959,30472049,.,-,.,"gene_id ""ENSG00000100012""; gene_version ""11""; gene_name ""SEC14L3""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100012,SEC14L3,protein_coding,0.49240902063458797,0.49259336559522016,24090
22,havana,gene,30475364,30492804,.,+,.,"gene_id ""ENSG00000181123""; gene_version ""8""; gene_name ""AC004832.1""; gene_source ""havana""; gene_biotype ""antisense_RNA"";",ENSG00000181123,AC004832.1,antisense_RNA,0.49309360943041364,0.4931113984551015,17440
22,ensembl_havana,gene,30488913,30505711,.,-,.,"gene_id ""ENSG00000133488""; gene_version ""14""; gene_name ""SEC14L4""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000133488,SEC14L4,protein_coding,0.4934320693316959,0.49343354974984915,16798
22,ensembl_havana,gene,30522799,30546682,.,-,.,"gene_id ""ENSG00000214491""; gene_version ""8""; gene_name ""SEC14L6""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000214491,SEC14L6,protein_coding,0.4942785563207618,0.4944561623396925,23883
22,havana,gene,30542536,30544305,.,+,.,"gene_id ""ENSG00000225774""; gene_version ""2""; gene_name ""SIRPAP1""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000225774,SIRPAP1,processed_pseudogene,0.49477159514810026,0.49439683378715393,1769
22,ensembl_havana,gene,30554635,30574587,.,-,.,"gene_id ""ENSG00000128242""; gene_version ""12""; gene_name ""GAL3ST1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000128242,GAL3ST1,protein_coding,0.4950738334199738,0.495152655086259,19952
22,ensembl_havana,gene,30576625,30607083,.,-,.,"gene_id ""ENSG00000100029""; gene_version ""17""; gene_name ""PES1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100029,PES1,protein_coding,0.49562315316528327,0.49596373655167475,30458
22,havana,gene,30598309,30606687,.,+,.,"gene_id ""ENSG00000223831""; gene_version ""1""; gene_name ""AC005006.1""; gene_source ""havana""; gene_biotype ""sense_intronic"";",ENSG00000223831,AC005006.1,sense_intronic,0.4961648288977658,0.49595385261948916,8378
22,ensembl_havana,gene,30606838,30627278,.,+,.,"gene_id ""ENSG00000185339""; gene_version ""8""; gene_name ""TCN2""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000185339,TCN2,protein_coding,0.4963778870199916,0.49646779213371783,20440
22,ensembl_havana,gene,30635652,30669016,.,+,.,"gene_id ""ENSG00000100036""; gene_version ""12""; gene_name ""SLC35E4""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100036,SLC35E4,protein_coding,0.49709767324742893,0.49750954860231467,33364
22,ensembl_havana,gene,30652051,30667890,.,-,.,"gene_id ""ENSG00000167065""; gene_version ""13""; gene_name ""DUSP18""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000167065,DUSP18,protein_coding,0.49750732738582504,0.49748144429008984,15839
22,ensembl_havana,gene,30693782,30907824,.,+,.,"gene_id ""ENSG00000184792""; gene_version ""15""; gene_name ""OSBP2""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000184792,OSBP2,protein_coding,0.4985497858802093,0.5034700588987513,214042
22,havana,gene,30922308,30932449,.,+,.,"gene_id ""ENSG00000235989""; gene_version ""3""; gene_name ""MORC2-AS1""; gene_source ""havana""; gene_biotype ""antisense_RNA"";",ENSG00000235989,MORC2-AS1,antisense_RNA,0.5042584645576352,0.504084684732265,10141
22,ensembl_havana,gene,30925130,30968298,.,-,.,"gene_id ""ENSG00000133422""; gene_version ""12""; gene_name ""MORC2""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000133422,MORC2,protein_coding,0.5043289593425949,0.5049794551487374,43168
22,ensembl_havana,gene,30970677,30979395,.,+,.,"gene_id ""ENSG00000253352""; gene_version ""8""; gene_name ""TUG1""; gene_source ""ensembl_havana""; gene_biotype ""antisense_RNA"";",ENSG00000253352,TUG1,antisense_RNA,0.5054667431734094,0.5052564298847578,8718
22,havana,gene,30976515,30978848,.,-,.,"gene_id ""ENSG00000269987""; gene_version ""1""; gene_name ""AC004542.2""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000269987,AC004542.2,lincRNA,0.5056125789475393,0.5052427770794408,2333
22,havana,gene,31051630,31068327,.,+,.,"gene_id ""ENSG00000278920""; gene_version ""1""; gene_name ""AC005005.4""; gene_source ""havana""; gene_biotype ""sense_overlapping"";",ENSG00000278920,AC005005.4,sense_overlapping,0.5074889842530838,0.5074761214431759,16697
22,ensembl_havana,gene,31064105,31104757,.,+,.,"gene_id ""ENSG00000183963""; gene_version ""18""; gene_name ""SMTN""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000183963,SMTN,protein_coding,0.5078006151681695,0.5083853932854056,40652
22,ensembl_havana,gene,31082156,31083565,.,-,.,"gene_id ""ENSG00000273387""; gene_version ""1""; gene_name ""AC005005.3""; gene_source ""ensembl_havana""; gene_biotype ""antisense_RNA"";",ENSG00000273387,AC005005.3,antisense_RNA,0.5082515369836575,0.5078564531569254,1409
22,ensembl_havana,gene,31104772,31120069,.,-,.,"gene_id ""ENSG00000198832""; gene_version ""10""; gene_name ""SELENOM""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000198832,SELENOM,protein_coding,0.508816494480698,0.5087675719965837,15297
22,ensembl_havana,gene,31122731,31134696,.,+,.,"gene_id ""ENSG00000185133""; gene_version ""13""; gene_name ""INPP5J""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000185133,INPP5J,protein_coding,0.5092651180962511,0.5091326535018348,11965
22,ensembl_havana,gene,31134809,31140607,.,-,.,"gene_id ""ENSG00000100078""; gene_version ""3""; gene_name ""PLA2G3""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100078,PLA2G3,protein_coding,0.5095668317790091,0.5092801886613028,5798
22,ensembl_havana,gene,31160183,31207019,.,+,.,"gene_id ""ENSG00000138942""; gene_version ""15""; gene_name ""RNF185""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000138942,RNF185,protein_coding,0.5102006853132284,0.5109377939752242,46836
22,ensembl_havana,gene,31212239,31280080,.,+,.,"gene_id ""ENSG00000182541""; gene_version ""17""; gene_name ""LIMK2""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000182541,LIMK2,protein_coding,0.5115010667894372,0.5127613545040505,67841
22,ensembl_havana,gene,31281593,31292534,.,-,.,"gene_id ""ENSG00000100100""; gene_version ""12""; gene_name ""PIK3IP1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100100,PIK3IP1,protein_coding,0.5132335598142754,0.513072199179404,10941
22,havana,gene,31292499,31338021,.,+,.,"gene_id ""ENSG00000228839""; gene_version ""5""; gene_name ""PIK3IP1-AS1""; gene_source ""havana""; gene_biotype ""antisense_RNA"";",ENSG00000228839,PIK3IP1-AS1,antisense_RNA,0.5135059964282975,0.5142075285312432,45522
22,ensembl_havana,gene,31325804,31346232,.,-,.,"gene_id ""ENSG00000100105""; gene_version ""17""; gene_name ""PATZ1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100105,PATZ1,protein_coding,0.5143379697851658,0.514412470367547,20428
22,ensembl_havana,gene,31346777,31348719,.,+,.,"gene_id ""ENSG00000213888""; gene_version ""3""; gene_name ""LINC01521""; gene_source ""ensembl_havana""; gene_biotype ""lincRNA"";",ENSG00000213888,LINC01521,lincRNA,0.5148618844290209,0.5144745444568039,1942
22,ensembl_havana,gene,31399523,31530634,.,+,.,"gene_id ""ENSG00000185721""; gene_version ""12""; gene_name ""DRG1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000185721,DRG1,protein_coding,0.5161795024047415,0.5190150382031451,131111
22,ensembl_havana,gene,31436977,31496108,.,-,.,"gene_id ""ENSG00000184708""; gene_version ""17""; gene_name ""EIF4ENIF1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000184708,EIF4ENIF1,protein_coding,0.5171151195825869,0.5181532891055656,59131
22,havana,gene,31454251,31464204,.,+,.,"gene_id ""ENSG00000240591""; gene_version ""1""; gene_name ""AL096701.3""; gene_source ""havana""; gene_biotype ""antisense_RNA"";",ENSG00000240591,AL096701.3,antisense_RNA,0.5175466316007987,0.5173569836195788,9953
22,ensembl_havana,gene,31488688,31618586,.,+,.,"gene_id ""ENSG00000198089""; gene_version ""15""; gene_name ""SFI1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000198089,SFI1,protein_coding,0.5184068828090398,0.5212102695253461,129898
22,ensembl_havana,gene,31618491,31662432,.,-,.,"gene_id ""ENSG00000241878""; gene_version ""11""; gene_name ""PISD""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000241878,PISD,protein_coding,0.5216494180932785,0.5223046404612341,43941
22,ensembl_havana,gene,31676256,31750140,.,-,.,"gene_id ""ENSG00000183530""; gene_version ""13""; gene_name ""PRR14L""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000183530,PRR14L,protein_coding,0.5230924128676214,0.5244937816838057,73884
22,ensembl_havana,gene,31753951,31907034,.,+,.,"gene_id ""ENSG00000100150""; gene_version ""16""; gene_name ""DEPDC5""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100150,DEPDC5,protein_coding,0.5250332676930793,0.5284097656644476,153083
22,havana,gene,31816379,31817491,.,-,.,"gene_id ""ENSG00000236132""; gene_version ""1""; gene_name ""AL022331.1""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000236132,AL022331.1,processed_pseudogene,0.5265927462315142,0.526174823897531,1112
22,havana,gene,31890344,31891434,.,-,.,"gene_id ""ENSG00000227813""; gene_version ""1""; gene_name ""Z82190.1""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000227813,Z82190.1,processed_pseudogene,0.5284404240378724,0.5280203986389526,1090
22,ensembl_havana,gene,31933521,31945518,.,-,.,"gene_id ""ENSG00000128254""; gene_version ""13""; gene_name ""C22orf24""; gene_source ""ensembl_havana""; gene_biotype ""processed_transcript"";",ENSG00000128254,C22orf24,processed_transcript,0.529519004239929,0.5293703041650342,11997
22,ensembl_havana,gene,31944461,31957603,.,+,.,"gene_id ""ENSG00000128245""; gene_version ""14""; gene_name ""YWHAH""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000128245,YWHAH,protein_coding,0.5297922901887097,0.5296719388126692,13142
22,havana,gene,31963357,31970400,.,+,.,"gene_id ""ENSG00000227519""; gene_version ""1""; gene_name ""AL008719.1""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000227519,AL008719.1,lincRNA,0.5302643204709911,0.5299913445706986,7043
22,havana,gene,31970823,31973475,.,+,.,"gene_id ""ENSG00000230866""; gene_version ""1""; gene_name ""LINC02558""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000230866,LINC02558,lincRNA,0.5304508243917951,0.5300680948016856,2652
22,ensembl_havana,gene,32043032,32113029,.,+,.,"gene_id ""ENSG00000100170""; gene_version ""9""; gene_name ""SLC5A1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100170,SLC5A1,protein_coding,0.5322546365559175,0.533551282357835,69997
22,havana,gene,32121977,32133469,.,+,.,"gene_id ""ENSG00000234479""; gene_version ""2""; gene_name ""AP1B1P1""; gene_source ""havana""; gene_biotype ""transcribed_unprocessed_pseudogene"";",ENSG00000234479,AP1B1P1,transcribed_unprocessed_pseudogene,0.5342267169239693,0.5340614529989323,11492
22,havana,gene,32141267,32143272,.,+,.,"gene_id ""ENSG00000239674""; gene_version ""2""; gene_name ""Z83839.2""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000239674,Z83839.2,lincRNA,0.5347085894972763,0.5343061302393763,2005
22,ensembl_havana,gene,32149006,32159322,.,-,.,"gene_id ""ENSG00000205856""; gene_version ""3""; gene_name ""C22orf42""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000205856,C22orf42,protein_coding,0.5349019130765827,0.5347067290059914,10316
22,ensembl_havana,gene,32190435,32203477,.,-,.,"gene_id ""ENSG00000128253""; gene_version ""13""; gene_name ""RFPL2""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000128253,RFPL2,protein_coding,0.5359368274798764,0.5358088124041153,13042
22,havana,gene,32205115,32269666,.,+,.,"gene_id ""ENSG00000242082""; gene_version ""1""; gene_name ""SLC5A4-AS1""; gene_source ""havana""; gene_biotype ""antisense_RNA"";",ENSG00000242082,SLC5A4-AS1,antisense_RNA,0.5363035402520976,0.5374608517663261,64551
22,ensembl_havana,gene,32218476,32255341,.,-,.,"gene_id ""ENSG00000100191""; gene_version ""5""; gene_name ""SLC5A4""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100191,SLC5A4,protein_coding,0.5366373038317738,0.5371033080073379,36865
22,havana,gene,32269381,32273110,.,+,.,"gene_id ""ENSG00000214076""; gene_version ""3""; gene_name ""CPSF1P1""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000214076,CPSF1P1,processed_pseudogene,0.5379089328283622,0.5375468120250315,3729
22,havana,gene,32273420,32277186,.,+,.,"gene_id ""ENSG00000224050""; gene_version ""1""; gene_name ""AL008723.1""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000224050,AL008723.1,lincRNA,0.5380098288015912,0.5376485466401544,3766
22,havana,gene,32327171,32343105,.,-,.,"gene_id ""ENSG00000234626""; gene_version ""1""; gene_name ""AL021937.3""; gene_source ""havana""; gene_biotype ""antisense_RNA"";",ENSG00000234626,AL021937.3,antisense_RNA,0.539352552113557,0.5392938469576932,15934
22,ensembl_havana,gene,32354885,32361161,.,+,.,"gene_id ""ENSG00000128276""; gene_version ""10""; gene_name ""RFPL3""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000128276,RFPL3,protein_coding,0.5400448598635119,0.539744514330279,6276
22,ensembl_havana,gene,32359906,32382052,.,-,.,"gene_id ""ENSG00000205853""; gene_version ""10""; gene_name ""RFPL3S""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000205853,RFPL3S,protein_coding,0.5401702866230025,0.540265941671921,22146
22,havana,gene,32376664,32384343,.,+,.,"gene_id ""ENSG00000230736""; gene_version ""2""; gene_name ""AL021937.1""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000230736,AL021937.1,lincRNA,0.5405889087372315,0.5403231237139344,7679
22,havana,gene,32383786,32385631,.,+,.,"gene_id ""ENSG00000241954""; gene_version ""1""; gene_name ""AL021937.4""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000241954,AL021937.4,lincRNA,0.5407668193887137,0.5403552714529625,1845
22,ensembl_havana,gene,32387582,32412255,.,-,.,"gene_id ""ENSG00000100220""; gene_version ""11""; gene_name ""RTCB""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100220,RTCB,protein_coding,0.5408616451164625,0.5410197911764739,24673
22,ensembl_havana,gene,32413847,32464484,.,-,.,"gene_id ""ENSG00000184459""; gene_version ""8""; gene_name ""BPIFC""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000184459,BPIFC,protein_coding,0.5415177562174427,0.5423233969697162,50637
22,ensembl_havana,gene,32474676,32498829,.,+,.,"gene_id ""ENSG00000100225""; gene_version ""17""; gene_name ""FBXO7""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100225,FBXO7,protein_coding,0.5430372910417915,0.543180628411423,24153
22,ensembl_havana,gene,32512552,33058372,.,-,.,"gene_id ""ENSG00000185666""; gene_version ""14""; gene_name ""SYN3""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000185666,SYN3,protein_coding,0.5439834499628167,0.5571464997926121,545820
22,havana,gene,32783177,32784982,.,+,.,"gene_id ""ENSG00000229673""; gene_version ""1""; gene_name ""Z73495.1""; gene_source ""havana""; gene_biotype ""antisense_RNA"";",ENSG00000229673,Z73495.1,antisense_RNA,0.5507437799343664,0.5503228426708122,1805
22,ensembl_havana,gene,32801701,32863043,.,+,.,"gene_id ""ENSG00000100234""; gene_version ""11""; gene_name ""TIMP3""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100234,TIMP3,protein_coding,0.5512065174951719,0.5522712003231945,61342
22,havana,gene,33108529,33116294,.,+,.,"gene_id ""ENSG00000231253""; gene_version ""1""; gene_name ""LINC01640""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000231253,LINC01640,lincRNA,0.5588712141215393,0.5585921995907354,7765
22,ensembl_havana,gene,33162226,33922841,.,-,.,"gene_id ""ENSG00000133424""; gene_version ""20""; gene_name ""LARGE1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000133424,LARGE1,protein_coding,0.5602125884900652,0.5787231487132942,760615
22,havana,gene,33164063,33166439,.,+,.,"gene_id ""ENSG00000232073""; gene_version ""1""; gene_name ""Z82198.2""; gene_source ""havana""; gene_biotype ""antisense_RNA"";",ENSG00000232073,Z82198.2,antisense_RNA,0.5602584775474609,0.5598437899428793,2376
22,havana,gene,33320865,33322813,.,+,.,"gene_id ""ENSG00000230741""; gene_version ""1""; gene_name ""Z82173.1""; gene_source ""havana""; gene_biotype ""antisense_RNA"";",ENSG00000230741,Z82173.1,antisense_RNA,0.5641754595712908,0.5637467950226714,1948
22,havana,gene,33723832,33724912,.,-,.,"gene_id ""ENSG00000232081""; gene_version ""1""; gene_name ""LARGE-IT1""; gene_source ""havana""; gene_biotype ""sense_intronic"";",ENSG00000232081,LARGE-IT1,sense_intronic,0.5742417501491957,0.5737829547396275,1080
22,havana,gene,33725014,33750843,.,+,.,"gene_id ""ENSG00000224973""; gene_version ""5""; gene_name ""LARGE-AS1""; gene_source ""havana""; gene_biotype ""processed_transcript"";",ENSG00000224973,LARGE-AS1,processed_transcript,0.5742712770222723,0.5744301775818141,25829
22,havana,gene,34017473,34188425,.,+,.,"gene_id ""ENSG00000236052""; gene_version ""1""; gene_name ""LINC01643""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000236052,LINC01643,lincRNA,0.5815770297914159,0.5853519725657984,170952
22,havana,gene,34208141,34209262,.,-,.,"gene_id ""ENSG00000224404""; gene_version ""1""; gene_name ""Z68323.1""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000224404,Z68323.1,lincRNA,0.5863399991956301,0.585872052098506,1121
22,havana,gene,34589085,34591278,.,-,.,"gene_id ""ENSG00000235485""; gene_version ""1""; gene_name ""AL021877.1""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000235485,AL021877.1,processed_pseudogene,0.5958561456739009,0.5954069516889868,2193
22,havana,gene,34641179,34651862,.,+,.,"gene_id ""ENSG00000280356""; gene_version ""1""; gene_name ""AL021877.2""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000280356,AL021877.2,lincRNA,0.5971574764066045,0.5969190934756913,10683
22,havana,gene,34703126,34704885,.,-,.,"gene_id ""ENSG00000234891""; gene_version ""1""; gene_name ""Z82196.1""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000234891,Z82196.1,lincRNA,0.5987049393562492,0.5982425170521541,1759
22,havana,gene,34711908,34724919,.,-,.,"gene_id ""ENSG00000237316""; gene_version ""1""; gene_name ""Z82196.2""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000237316,Z82196.2,lincRNA,0.598924317528296,0.5987425541668188,13011
22,havana,gene,34997719,35002862,.,-,.,"gene_id ""ENSG00000227895""; gene_version ""5""; gene_name ""ISX-AS1""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000227895,ISX-AS1,lincRNA,0.6060640003717088,0.6056798515493288,5143
22,ensembl_havana,gene,35066136,35087387,.,+,.,"gene_id ""ENSG00000175329""; gene_version ""12""; gene_name ""ISX""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000175329,ISX,protein_coding,0.6077730867298189,0.6077895469230445,21251
22,havana,gene,35119824,35231056,.,-,.,"gene_id ""ENSG00000233080""; gene_version ""3""; gene_name ""LINC01399""; gene_source ""havana""; gene_biotype ""transcribed_processed_pseudogene"";",ENSG00000233080,LINC01399,transcribed_processed_pseudogene,0.6091142362744381,0.6113754425118806,111232
22,havana,gene,35122661,35127419,.,+,.,"gene_id ""ENSG00000273068""; gene_version ""1""; gene_name ""Z99755.2""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000273068,Z99755.2,lincRNA,0.6091851057659089,0.608788722613084,4758
22,havana,gene,35164304,35165347,.,+,.,"gene_id ""ENSG00000238153""; gene_version ""1""; gene_name ""Z99755.1""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000238153,Z99755.1,processed_pseudogene,0.6102253659820945,0.6097353836735311,1043
